url,category,trust_level,notes
https://discovery.researcher.life/,开放论文,medium,to1000 depth seed from batch1
https://discovery.researcher.life/article/filling-capacity-evaluation-of-self-compacting-concrete-in-rock-filled-concrete/bca7a958329e3348a29cf2e741c5bec2,开放论文,medium,to1000 depth seed from batch1
https://discovery.researcher.life/feed/top-paper,开放论文,medium,to1000 depth seed from batch1
https://discovery.researcher.life/library-solutions,开放论文,medium,to1000 depth seed from batch1
https://discovery.researcher.life/prime,开放论文,medium,to1000 depth seed from batch1
https://discovery.researcher.life/search,开放论文,medium,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/index.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/info/1017/1076.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/sysdt/jzbg.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/sysdt/tzgg.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/sysdt/zxzx.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/sysgk/glgz.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/sysgk/sysjj.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/sysgk/xswyh.htm,工程案例,high,to1000 depth seed from batch1
https://sklhse.tsinghua.edu.cn/sysgk/zzjg.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/en,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/en/index.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/gyxy/lsyg.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/gyxy/wyh.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/gyxy/xygk.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/gyxy/xyxw.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/gyxy/yzzc.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/gysl/lsyg.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/gysl/slgk.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/gysl/slxw.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/index.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1043/1070.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1043/1277.htm,高校机构,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1043/1459.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1043/1926.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1043/2052.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1077/1637.htm,高校机构,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1077/1648.htm,高校机构,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1103/1775.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1111/1840.htm,高校机构,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/he/info/1111/1846.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/heen/,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/heen/About/Committee.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/heen/About/General_Introduction.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/heen/About/History.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/heen/Education/Overview.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/heen/Education/Undergraduate.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/heen/index.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/index.htm,工程案例,high,to1000 depth seed from batch1
https://www.civil.tsinghua.edu.cn/info/1045/1224.htm,工程案例,high,to1000 depth seed from batch1
https://www.engineering.org.cn/EN,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/EN/advsearch,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/EN/figure_result,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/EN/home,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/achievements/EN,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/achievements/EN/file/download?fileId=IEg1uCAIgAsH6uuR9ejQCg==,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/CN,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/CN/10.1016/J.ENG.2016.04.003,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2023.09.020,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/CN/2024/32/1,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/CN/collections/1162450953531220739,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/CN/home,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/CN/online_first,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/EN,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/EN/10.1016/j.eng.2023.09.020,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/engi/EN/collections,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/focus/EN/collections,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/fronts/CN,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/fronts/EN,开放论文,high,to1000 depth seed from batch1
https://www.engineering.org.cn/sscae/EN/collections,开放论文,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/INDEX,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/jrytzsyb,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/jscgzh,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/jy,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/kjyjysyb,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/ktyj,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/ly,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/xwzx,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/column/zhsyb,工程案例,high,to1000 depth seed from batch1
https://www.icsd.tsinghua.edu.cn/info/syly/1643,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/About.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/Alumni.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/Faculty___Staff.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/Media.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/Media1/In_the_media.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/News.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/News/FEATURES_AND_VOICES.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/News/LATEST_NEWS.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/News/NEWSLETTER.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/index.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/info/1244/14915.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/en/info/1244/14938.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/index.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/info/1173/18745.htm,高校机构,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/info/1181/84053.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/info/1367/81635.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/news.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/news/mtqh.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/news/rcpy.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/news/ttxw.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/news/zhsx.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/news/zttj.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/news/zxdt.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/xxgk.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/xxgk/lrld.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/xxgk/xqxc.htm,工程案例,high,to1000 depth seed from batch1
https://www.tsinghua.edu.cn/xxgk/xxyg.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/gxylcxcg/zdkyptjszlbdts.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/index.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/info/1022/1179.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/tjkytzjzgg/cjkjcgzh1.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/tjkytzjzgg/gjkxkjcyjtx1.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/tjkytzjzgg/gjxxzktx1.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/tjkytzjzgg/jkjssjyldxcxtx.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/tjkytzjzgg/tjzdqybs1.htm,工程案例,high,to1000 depth seed from batch1
https://yskyz.tsinghua.edu.cn/tjkytzjzgg/wsxspjzd.htm,工程案例,high,to1000 depth seed from batch1
