url,category,trust_level,status,http_status,title,document_id,source_id,content_hash,fetched_at,error
https://discovery.researcher.life,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/ai-research-paper-translation,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/ask-rdiscovery,开放论文,medium,duplicate,200,Academic Research Reading: Personalised Research Discovery - R Discovery,666,crawl_2b55480352d9,b53849a00b4484914ca9a08124d5955ef0b7a8e12450c980d618c8d61cfd4155,,
https://discovery.researcher.life/chat-pdf,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/citation-generator,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/library-solutions,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/listen-to-research-papers-ai-audio-feature,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/literature-review,开放论文,medium,fetch_failed,,,,,,,URL error: [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)
https://discovery.researcher.life/prime,开放论文,medium,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://discovery.researcher.life/search,开放论文,medium,duplicate,200,Recently Published Papers - Latest Published Research Articles | R Discovery,648,crawl_ed24a0c79c5a,6378fb48f946de7336870651e89d1e0bc767dd62503724817384907cc70004b3,,
https://sklhse.tsinghua.edu.cn/index.htm,工程案例,high,duplicate,200,清华大学水圈科学与水利工程全国重点实验室,608,crawl_adfb8cc7c02f,3836cb8863366cf9e0579add441d5f774b8eb7916f34ddbd82801afcb49a018a,,
https://sklhse.tsinghua.edu.cn/info/1017/1076.htm,工程案例,high,duplicate,200,实验室动态,597,crawl_01c11c6b0bf1,38cda07630b9ae6d7fe7094c7ad587f8504a2aba225ac5c0fe0d488b49b69b1b,,
https://sklhse.tsinghua.edu.cn/kxyj/kyjz.htm,工程案例,high,duplicate,200,科学研究,669,crawl_2ec40d348ea7,de3d95ceac7c8b46fd4847005e71aa594568221c3fa36237f286588f66f37dec,,
https://sklhse.tsinghua.edu.cn/kxyj/yjfx.htm,工程案例,high,extract_failed,200,https://sklhse.tsinghua.edu.cn/kxyj/yjfx.htm,,,,,Extracted text is too short
https://sklhse.tsinghua.edu.cn/kxyj/zzkt.htm,工程案例,high,duplicate,200,科学研究,670,crawl_e29e1f41bc9c,84aff6e5f0cf2f23603a99f33ec1e99db8e005f055f689f62d380f7ede446c00,,
https://sklhse.tsinghua.edu.cn/sysdt/jzbg.htm,工程案例,high,duplicate,200,实验室动态,634,crawl_90cc90842a24,ff94485fda80b8bb2d636d9746ec5f498ce046b4164ba7ccc81d058e752bf4a3,,
https://sklhse.tsinghua.edu.cn/sysdt/tzgg.htm,工程案例,high,duplicate,200,实验室动态,633,crawl_a1845f838a97,c736b443e6b25b0cb66201ec3d46818549e8089be3ad07bec0ec892aac28fdeb,,
https://sklhse.tsinghua.edu.cn/sysdt/zxzx.htm,工程案例,high,duplicate,200,实验室动态,632,crawl_b574f85870de,05cda11eb00e417fdd3aa8fde666054ecbce86aa4c0e6f561701d8ef1cc19ba4,,
https://sklhse.tsinghua.edu.cn/sysgk/glgz.htm,工程案例,high,duplicate,200,实验室概况,631,crawl_bfaecf67dc78,21efbd252fa4dc7630c91dd3a098a67b0c17e7728cd4765ff7a245c16c39f2ec,,
https://sklhse.tsinghua.edu.cn/sysgk/sysjj.htm,工程案例,high,duplicate,200,实验室概况,609,crawl_bd3fa9990d20,ec44c53685da340ea25503b8c1169c1768ffaa0012170be376e0cc3a3b097e4d,,
https://sklhse.tsinghua.edu.cn/sysgk/xswyh.htm,工程案例,high,duplicate,200,实验室概况,623,crawl_c11cf2a7cf06,ee47300d3eb49aa363243ea2bfdfc2067fbad771c98be895d67cd1898f39eee1,,
