url,category,trust_level,status,http_status,title,document_id,source_id,content_hash,fetched_at,error
http://en.hhu.edu.cn/10329/list.htm,高校机构,high,duplicate,200,NAV,511,crawl_09eba1b9810e,6cf42c036172d3e5d95f8a6998d83551646e8d2545b384d4fd32dc0e8f7add1c,,
http://en.hhu.edu.cn/10330/list.htm,高校机构,high,duplicate,200,NAV,512,crawl_c32d8847c19c,7e8ba7ad70fa3a2ed6eb176bbce456c4fd56ca6f09c03c05881b053e826bd388,,
http://en.hhu.edu.cn/335/list.htm,高校机构,high,duplicate,200,NAV,510,crawl_d9e66b8234c8,d4bf34fc817c74306d7a6e5dface61f35b96ca04834cdee2bfc319493230c9ae,,
http://en.hhu.edu.cn/342/list.htm,高校机构,high,duplicate,200,NAV,513,crawl_7b6ebe84986e,ca51953f108c2bbed9793351ba4a10aeab4ebbbd8cb1fddbffe9ef5345e58c5c,,
http://en.hhu.edu.cn/main.htm,高校机构,high,duplicate,200,NAV,471,crawl_2e4ff1257190,7fcb2144e7dcac9cffae49cb3a54b18beb7a7ada5c108ccb8e0aa207a95af3a3,,
http://www.hhu.edu.cn/,高校机构,high,duplicate,200,河海大学-Hohai University,470,crawl_f51302863c76,eba94e6785ed18f34f6b8cad2846a0f3a8c6508cddf2c088b3ac6d1d7926d000,,
http://www.hhu.edu.cn/23413/list.htm,高校机构,high,duplicate,200,历史名人,508,crawl_d2961a475239,e08c06d61d507941906c92cc5eae72e0c5bcddb78325d6447e5bb6445a9dcd8b,,
http://www.hhu.edu.cn/23414/list.htm,高校机构,high,duplicate,200,历任党政负责人,509,crawl_4f86cb3d1111,8a3b91874014833cfdac1cb8d626fd78d55e69b9bb6f94e7d71a6f6c369c38e4,,
http://www.hhu.edu.cn/23451/list.htm,高校机构,high,extract_failed,200,http://www.hhu.edu.cn/23451/list.htm,,,,,Extracted text is too short
http://www.hhu.edu.cn/dxzc/list.htm,高校机构,high,duplicate,200,大学章程,507,crawl_fea07bb356c5,d71f3e98064cd0633856b5065a63c24fac0b3fefdba623842ebf9f2d5e959813,,
http://www.hhu.edu.cn/main.htm,高校机构,high,duplicate,200,河海大学-Hohai University,470,crawl_3b527241f589,eba94e6785ed18f34f6b8cad2846a0f3a8c6508cddf2c088b3ac6d1d7926d000,,
http://www.hhu.edu.cn/xrld_23325/list.htm,高校机构,high,extract_failed,200,http://www.hhu.edu.cn/xrld_23325/list.htm,,,,,Extracted text is too short
http://www.hhu.edu.cn/xxjj_23318/list.htm,高校机构,high,duplicate,200,学校简介,506,crawl_dd6044c6505c,60ae485e5f1805b2dc77b19d381915d88d389a160862fdcff344393310a57c3c,,
https://doaj.org/,开放论文,high,fetch_failed,,,,,,,URL error: _ssl.c:1011: The handshake operation timed out
https://en.hhu.edu.cn/,高校机构,high,duplicate,200,NAV,471,crawl_bdb8c0836772,7fcb2144e7dcac9cffae49cb3a54b18beb7a7ada5c108ccb8e0aa207a95af3a3,,
https://en.hhu.edu.cn/10329/list.htm,高校机构,high,imported,200,NAV,511,crawl_d5aa48dee6a7,6cf42c036172d3e5d95f8a6998d83551646e8d2545b384d4fd32dc0e8f7add1c,,
https://en.hhu.edu.cn/10330/list.htm,高校机构,high,imported,200,NAV,512,crawl_7157c81a70a8,7e8ba7ad70fa3a2ed6eb176bbce456c4fd56ca6f09c03c05881b053e826bd388,,
https://en.hhu.edu.cn/335/list.htm,高校机构,high,imported,200,NAV,510,crawl_5978641af337,d4bf34fc817c74306d7a6e5dface61f35b96ca04834cdee2bfc319493230c9ae,,
https://en.hhu.edu.cn/342/list.htm,高校机构,high,imported,200,NAV,513,crawl_d913a24df327,ca51953f108c2bbed9793351ba4a10aeab4ebbbd8cb1fddbffe9ef5345e58c5c,,
https://en.hhu.edu.cn/343/list.htm,高校机构,high,imported,200,NAV,514,crawl_5b7b4143ca7d,3827b939d67ee6db2445b5c6318828e309b84119542c9ba1bd14cc23bedf62b2,,
https://en.hhu.edu.cn/344/list.htm,高校机构,high,imported,200,NAV,564,crawl_9909f58c186b,026c0f0540e85a96e159a04f5bc11a56752ab4025bb6f95a21e519650fe1da1c,,
https://en.hhu.edu.cn/345/list.htm,高校机构,high,imported,200,NAV,515,crawl_a0e5d2de5bbc,a31c99190731f604e0426060e0615541aa53058f5bcf4d30365b27bea8772e35,,
https://en.hhu.edu.cn/main.htm,高校机构,high,duplicate,200,NAV,471,crawl_c8aec7283724,7fcb2144e7dcac9cffae49cb3a54b18beb7a7ada5c108ccb8e0aa207a95af3a3,,
https://en.wikipedia.org/wiki/Adiabatic_process,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Arch_dam,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Aswan_Dam,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Compressive_strength,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Concrete,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Concrete_dam,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Concrete_degradation,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Concrete_slump_test,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Dam_construction,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Dam_safety,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Danjiangkou_Dam,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Discrete_element_method,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Embankment_dam,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Ertan_Dam,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Finite_element_method,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Goupitan_Dam,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Grand_Coulee_Dam,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Gravity_dam,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Guri_Dam,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Hoover_Dam,工程案例,medium,skipped_robots,,,,,,,Blocked by robots.txt
https://en.wikipedia.org/wiki/Hydration_reaction,百科词条,medium,skipped_robots,,,,,,,Blocked by robots.txt
